timestamp,production_load_t,equipment_utilization_pct,ambient_temp_c,equipment_run_frac,furnace_kwh,compressor_kwh,ventilation_kwh,auxiliary_kwh,energy_kwh
2024-08-02 08:00:00,96.13,80.63,31.46,0.769,594.08,243.13,53.83,70.1,961.14
2024-08-02 09:00:00,100.49,79.77,35.9,0.726,616.24,231.96,62.28,57.11,967.59
2024-08-02 10:00:00,107.0,92.85,30.78,0.874,648.43,249.84,53.82,60.68,1012.77
2024-08-02 11:00:00,112.14,93.92,34.27,0.977,681.27,264.5,60.9,66.91,1073.58
2024-08-02 12:00:00,117.99,95.61,34.31,0.941,714.12,253.87,62.82,67.25,1098.06
2024-08-02 13:00:00,114.29,100.0,31.62,1.0,694.25,269.18,54.37,62.34,1080.14
2024-08-02 14:00:00,116.6,94.0,33.42,0.918,704.5,255.93,62.63,61.34,1084.4
2024-08-02 15:00:00,96.59,95.38,31.02,0.989,607.93,261.39,59.18,60.35,988.85
2024-08-02 16:00:00,94.57,95.41,29.21,0.98,611.9,254.7,55.87,66.78,989.26
2024-08-02 17:00:00,84.89,72.69,31.87,0.704,545.55,213.42,61.51,64.79,885.27
2024-08-02 18:00:00,81.52,81.22,32.55,0.768,535.78,220.08,56.72,65.45,878.03
2024-08-02 19:00:00,86.97,81.48,34.44,0.728,562.54,228.86,61.31,68.17,920.89
2024-08-02 20:00:00,93.05,71.97,33.58,0.747,599.47,219.14,61.82,62.29,942.72
2024-08-02 21:00:00,111.67,88.61,33.62,0.946,682.85,252.24,59.21,57.97,1052.26
2024-08-02 22:00:00,106.76,97.26,31.95,0.893,647.06,260.06,53.28,61.76,1022.16
2024-08-02 23:00:00,108.47,100.0,32.68,0.981,664.79,260.84,57.22,60.28,1043.13
2024-08-03 00:00:00,87.34,88.18,31.99,0.848,558.72,232.09,64.52,59.05,914.38
2024-08-03 01:00:00,76.44,79.84,31.55,0.826,508.74,231.37,54.21,57.98,852.3
2024-08-03 02:00:00,80.26,80.02,32.49,0.784,514.3,229.72,55.71,62.74,862.46
2024-08-03 03:00:00,75.06,85.95,33.49,0.926,505.45,242.8,58.5,63.19,869.94
2024-08-03 04:00:00,72.55,87.02,32.52,0.851,482.81,252.88,61.17,56.52,853.38
2024-08-03 05:00:00,69.15,71.64,32.9,0.655,472.47,211.36,61.01,61.58,806.43
2024-08-03 06:00:00,61.74,60.87,34.43,0.585,431.16,189.19,65.19,68.12,753.65
2024-08-03 07:00:00,64.65,61.84,32.63,0.6,444.25,181.47,69.27,56.27,751.26
2024-08-03 08:00:00,66.31,79.76,31.38,0.824,453.42,237.25,60.17,66.84,817.69
2024-08-03 09:00:00,70.49,75.01,34.23,0.731,477.81,216.53,65.61,55.63,815.58
2024-08-03 10:00:00,81.86,81.85,33.78,0.84,544.99,226.98,72.65,61.81,906.42
2024-08-03 11:00:00,79.65,70.87,33.88,0.669,502.1,210.08,63.33,51.09,826.61
2024-08-03 12:00:00,84.59,78.53,34.32,0.771,547.28,236.91,60.61,63.2,908.0
2024-08-03 13:00:00,80.76,78.9,34.07,0.75,524.16,238.51,60.51,58.9,882.08
2024-08-03 14:00:00,82.82,82.45,33.43,0.782,532.7,227.32,64.79,51.28,876.1
2024-08-03 15:00:00,82.21,79.11,36.97,0.855,512.12,233.18,61.94,57.64,864.89
2024-08-03 16:00:00,64.17,66.9,31.46,0.633,445.48,202.5,49.23,68.83,766.05
2024-08-03 17:00:00,57.85,65.0,32.5,0.633,408.23,202.42,55.62,62.85,729.12
2024-08-03 18:00:00,63.25,77.67,34.83,0.829,429.58,224.76,66.38,60.56,781.28
2024-08-03 19:00:00,65.32,73.88,33.6,0.776,446.94,218.85,63.24,62.65,791.68
2024-08-03 20:00:00,70.25,78.19,34.52,0.864,468.91,232.12,61.9,65.05,827.97
2024-08-03 21:00:00,73.21,72.11,33.64,0.745,472.13,200.94,65.22,67.62,805.92
2024-08-03 22:00:00,79.82,65.14,35.44,0.621,519.82,198.96,66.63,58.55,843.96
2024-08-03 23:00:00,86.21,80.49,31.87,0.908,555.7,222.01,59.14,62.96,899.83
2024-08-04 00:00:00,90.41,80.87,35.3,0.838,567.66,227.05,63.87,62.38,920.97
2024-08-04 01:00:00,76.92,80.21,35.04,0.794,506.71,228.44,67.06,60.53,862.74
2024-08-04 02:00:00,79.15,96.0,31.47,0.963,516.61,255.56,60.07,59.07,891.31
2024-08-04 03:00:00,75.86,81.4,34.23,0.823,507.64,227.46,60.93,68.02,864.05
2024-08-04 04:00:00,65.7,86.53,33.22,0.853,447.69,233.31,63.46,61.32,805.77
2024-08-04 05:00:00,72.18,78.93,32.38,0.721,487.32,222.2,56.07,53.91,819.5
2024-08-04 06:00:00,61.21,67.45,30.45,0.756,423.53,204.73,56.16,45.48,729.89
2024-08-04 07:00:00,65.09,74.29,31.77,0.742,461.2,221.19,59.19,64.77,806.35
2024-08-04 08:00:00,71.6,84.7,34.35,0.856,474.5,233.26,60.89,57.85,826.5
2024-08-04 09:00:00,72.63,85.47,34.51,0.959,477.69,247.44,63.05,59.24,847.43
2024-08-04 10:00:00,73.24,73.74,32.97,0.703,485.39,218.32,62.18,62.04,827.93
2024-08-04 11:00:00,83.03,82.78,34.51,0.861,529.32,242.44,58.19,72.3,902.25
2024-08-04 12:00:00,90.37,78.04,34.71,0.741,561.85,213.25,63.61,66.77,905.48
2024-08-04 13:00:00,83.4,85.82,33.52,0.874,542.8,242.09,69.59,58.87,913.35
2024-08-04 14:00:00,77.24,86.39,32.2,0.874,481.7,245.08,55.06,63.65,845.49
2024-08-04 15:00:00,78.7,79.55,33.95,0.835,507.77,216.74,65.63,56.99,847.13
2024-08-04 16:00:00,68.05,70.69,34.02,0.767,449.53,222.93,61.25,63.87,797.58
2024-08-04 17:00:00,63.22,73.41,34.3,0.705,437.22,210.34,66.87,55.89,770.32
2024-08-04 18:00:00,64.35,74.26,34.59,0.813,424.23,219.21,59.76,60.91,764.11
2024-08-04 19:00:00,68.34,74.58,31.24,0.82,466.08,222.17,56.66,61.08,806.0
2024-08-04 20:00:00,78.9,80.34,32.52,0.791,519.76,229.33,67.78,54.74,871.62
2024-08-04 21:00:00,78.31,78.29,30.44,0.783,498.48,232.71,54.5,57.06,842.75
2024-08-04 22:00:00,85.26,87.61,34.41,0.851,547.85,255.96,64.87,49.13,917.8
2024-08-04 23:00:00,82.72,85.04,32.97,0.835,537.72,231.93,62.12,58.1,889.88
2024-08-05 00:00:00,110.9,90.53,33.84,0.845,682.01,250.82,53.19,65.58,1051.59
2024-08-05 01:00:00,113.24,91.57,30.98,0.955,674.45,257.78,57.94,69.99,1060.17
2024-08-05 02:00:00,107.93,92.69,35.29,0.824,646.77,244.86,58.97,67.46,1018.06
2024-08-05 03:00:00,95.69,91.53,31.4,0.88,610.45,258.59,59.45,58.07,986.56
2024-08-05 04:00:00,91.8,86.64,34.35,0.864,572.42,252.18,62.7,59.97,947.27
2024-08-05 05:00:00,88.61,81.09,33.37,0.876,558.82,237.99,56.0,59.64,912.45
2024-08-05 06:00:00,86.44,84.53,32.91,0.818,557.27,240.14,54.87,58.95,911.23
2024-08-05 07:00:00,89.03,82.86,32.78,0.85,555.78,243.24,59.12,64.87,923.02
2024-08-05 08:00:00,93.66,91.23,32.23,0.908,586.19,253.74,68.34,57.24,965.52
2024-08-05 09:00:00,97.97,90.65,35.13,0.954,616.99,242.45,70.13,67.26,996.84
2024-08-05 10:00:00,105.44,91.15,33.21,0.93,635.85,248.27,61.61,60.69,1006.44
2024-08-05 11:00:00,108.19,95.25,31.29,0.994,656.97,258.5,58.78,54.17,1028.42
2024-08-05 12:00:00,122.14,100.0,32.61,0.972,721.68,269.62,61.51,59.51,1112.32
2024-08-05 13:00:00,113.04,93.67,33.38,0.886,679.03,256.15,58.35,62.4,1055.93
2024-08-05 14:00:00,106.6,95.31,34.54,0.971,662.49,258.13,59.8,64.88,1045.3
2024-08-05 15:00:00,96.28,87.79,32.28,0.854,612.66,245.67,61.91,63.77,984.02
2024-08-05 16:00:00,104.24,94.26,32.38,0.944,643.28,266.96,56.28,58.42,1024.94
2024-08-05 17:00:00,82.72,78.09,33.23,0.797,537.84,225.26,65.97,57.41,886.48
2024-08-05 18:00:00,83.28,82.19,34.5,0.884,540.46,236.38,57.09,68.65,902.58
2024-08-05 19:00:00,88.67,89.88,31.14,0.938,557.99,235.58,52.84,60.13,906.53
2024-08-05 20:00:00,94.9,82.77,33.95,0.794,596.41,234.56,67.17,54.33,952.47
2024-08-05 21:00:00,103.83,85.27,32.49,0.795,628.8,245.59,57.74,57.07,989.2
2024-08-05 22:00:00,114.73,90.91,32.7,0.994,685.98,258.39,58.78,50.19,1053.34
2024-08-05 23:00:00,115.02,91.65,36.19,0.837,694.38,259.34,68.13,51.86,1073.71
2024-08-06 00:00:00,110.78,98.36,32.8,0.961,665.39,268.39,64.07,57.35,1055.2
2024-08-06 01:00:00,111.96,88.95,34.22,0.922,669.63,249.28,64.44,56.02,1039.37
2024-08-06 02:00:00,108.73,92.88,34.17,1.0,657.96,251.0,63.05,56.57,1028.58
2024-08-06 03:00:00,108.27,97.23,31.32,0.963,670.54,269.25,59.98,63.85,1063.61
2024-08-06 04:00:00,86.91,85.54,30.32,0.857,567.0,235.62,56.62,64.37,923.61
2024-08-06 05:00:00,91.82,83.98,34.32,0.796,578.84,240.45,66.52,54.18,939.98
2024-08-06 06:00:00,85.72,83.81,31.46,0.844,553.26,236.26,68.46,69.46,927.44
2024-08-06 07:00:00,90.36,85.72,30.59,0.8,567.3,240.09,57.49,60.5,925.38
2024-08-06 08:00:00,92.09,84.92,34.63,0.812,563.93,244.35,59.29,60.04,927.62
2024-08-06 09:00:00,96.63,87.26,31.56,0.911,596.0,246.62,61.36,56.04,960.02
2024-08-06 10:00:00,110.5,100.0,31.93,0.978,670.05,271.7,57.29,58.5,1057.54
2024-08-06 11:00:00,115.61,100.0,36.05,1.0,699.17,267.01,66.64,70.14,1102.97
2024-08-06 12:00:00,118.89,100.0,30.6,0.992,713.63,279.61,56.95,54.59,1104.79
2024-08-06 13:00:00,112.94,93.98,31.21,0.871,682.43,259.36,54.24,61.34,1057.38
2024-08-06 14:00:00,105.1,92.13,32.4,0.98,640.91,257.95,57.24,57.29,1013.38
2024-08-06 15:00:00,93.76,80.22,32.73,0.736,591.58,228.95,50.08,50.95,921.56
2024-08-06 16:00:00,95.78,83.84,31.75,0.808,587.98,231.9,57.14,52.32,929.34
2024-08-06 17:00:00,88.71,93.86,31.35,0.929,569.94,259.24,59.08,63.05,951.31
2024-08-06 18:00:00,81.14,77.96,35.36,0.83,520.99,220.14,64.1,51.39,856.62
2024-08-06 19:00:00,84.86,92.02,33.48,0.894,560.81,255.88,58.83,53.83,929.35
2024-08-06 20:00:00,90.63,79.1,33.97,0.745,570.64,206.52,63.05,64.11,904.32
2024-08-06 21:00:00,94.07,81.77,32.88,0.826,586.5,229.31,55.82,63.51,935.13
2024-08-06 22:00:00,104.23,90.41,33.52,0.893,636.64,249.77,56.51,60.29,1003.22
2024-08-06 23:00:00,108.46,93.91,34.49,0.916,658.51,251.48,64.58,54.11,1028.69
2024-08-07 00:00:00,113.35,100.0,31.49,1.0,691.61,272.18,59.41,54.09,1077.29
2024-08-07 01:00:00,110.04,97.27,33.39,0.913,669.84,261.74,62.54,53.38,1047.49
2024-08-07 02:00:00,100.99,88.41,34.03,0.798,632.86,245.63,60.46,59.33,998.28
2024-08-07 03:00:00,108.09,93.38,35.3,1.0,664.17,252.79,68.32,63.21,1048.48
2024-08-07 04:00:00,97.51,87.16,35.91,0.877,607.8,248.87,60.54,57.88,975.09
2024-08-07 05:00:00,83.89,77.37,33.09,0.782,542.45,225.76,58.78,64.42,891.41
2024-08-07 06:00:00,86.09,78.61,34.7,0.747,560.02,226.86,65.84,68.05,920.77
2024-08-07 07:00:00,88.68,89.48,28.98,0.94,568.65,248.28,56.01,61.96,934.89
2024-08-07 08:00:00,97.26,79.49,35.32,0.768,608.57,242.12,60.88,53.73,965.29
2024-08-07 09:00:00,96.73,96.45,31.9,0.825,607.01,261.6,66.39,60.43,995.43
2024-08-07 10:00:00,111.87,94.22,32.63,0.914,670.12,253.68,58.61,66.77,1049.17
2024-08-07 11:00:00,110.8,91.54,33.65,0.901,694.57,245.19,61.32,56.85,1057.92
2024-08-07 12:00:00,109.66,98.53,32.76,0.977,672.51,272.34,63.28,56.71,1064.83
2024-08-07 13:00:00,115.89,100.0,33.28,0.99,704.46,279.79,66.52,65.7,1116.46
2024-08-07 14:00:00,112.66,100.0,35.37,0.968,683.09,264.91,64.31,52.82,1065.13
2024-08-07 15:00:00,110.35,97.69,32.41,0.94,653.38,263.43,63.43,60.99,1041.23
2024-08-07 16:00:00,87.7,89.28,31.36,0.878,556.38,245.34,55.02,56.91,913.66
2024-08-07 17:00:00,89.81,76.32,35.71,0.681,569.63,219.53,71.35,57.84,918.35
2024-08-07 18:00:00,83.36,79.07,33.78,0.693,530.22,215.44,61.35,68.52,875.54
2024-08-07 19:00:00,90.14,80.52,35.87,0.81,564.06,233.92,66.23,57.6,921.81
2024-08-07 20:00:00,86.62,89.43,34.28,0.9,550.38,254.95,60.72,60.61,926.66
2024-08-07 21:00:00,94.95,85.56,31.0,0.9,600.92,228.24,57.07,65.16,951.38
2024-08-07 22:00:00,104.4,96.43,33.96,0.951,652.03,273.04,58.6,53.59,1037.26
2024-08-07 23:00:00,113.31,99.33,31.51,0.934,687.9,278.3,56.87,64.18,1087.25
2024-08-08 00:00:00,112.44,91.91,32.89,0.822,677.64,234.58,59.68,57.76,1029.66
2024-08-08 01:00:00,115.63,94.88,32.77,0.904,695.23,246.2,55.16,53.6,1050.2
2024-08-08 02:00:00,111.61,100.0,30.46,1.0,678.83,269.2,52.94,57.54,
2024-08-08 03:00:00,102.4,87.32,31.66,0.945,633.74,251.27,49.0,60.31,994.31
2024-08-08 04:00:00,98.98,90.11,36.19,0.904,618.36,250.97,60.58,61.2,991.11
2024-08-08 05:00:00,88.67,80.42,33.24,0.744,559.85,229.02,60.18,56.25,905.3
2024-08-08 06:00:00,80.13,78.5,32.62,0.741,524.9,228.28,62.95,58.92,875.05
2024-08-08 07:00:00,92.46,86.0,35.6,0.818,585.92,235.75,63.06,53.04,937.76
2024-08-08 08:00:00,90.08,81.13,32.29,0.791,567.24,238.03,58.4,56.46,920.12
2024-08-08 09:00:00,103.64,87.02,32.75,0.926,624.45,242.12,63.99,53.19,983.75
2024-08-08 10:00:00,113.79,98.33,34.37,1.0,681.9,256.69,65.6,59.6,1063.79
2024-08-08 11:00:00,114.82,93.18,32.28,0.923,706.63,250.92,61.78,55.81,1075.14
2024-08-08 12:00:00,109.02,90.45,31.76,0.914,651.53,252.17,58.05,70.37,1032.12
2024-08-08 13:00:00,109.32,89.96,29.5,0.86,677.13,247.19,51.54,61.91,1037.77
2024-08-08 14:00:00,112.79,96.01,31.48,0.875,670.13,259.25,58.64,51.87,1039.89
2024-08-08 15:00:00,99.32,94.38,31.46,1.0,610.43,259.42,62.17,56.27,988.28
2024-08-08 16:00:00,92.82,93.94,33.12,0.823,581.09,259.43,67.25,63.51,971.28
2024-08-08 17:00:00,90.04,81.39,31.97,0.722,584.48,223.54,67.57,61.22,936.81
2024-08-08 18:00:00,87.79,94.64,36.12,1.0,559.14,266.09,71.53,52.14,948.91
2024-08-08 19:00:00,88.12,79.04,31.3,0.791,558.91,225.19,56.91,56.06,897.08
2024-08-08 20:00:00,91.67,91.25,34.98,0.856,570.84,254.14,58.56,63.22,946.77
2024-08-08 21:00:00,98.75,85.77,33.21,0.892,617.92,240.69,62.59,61.86,983.06
2024-08-08 22:00:00,110.93,91.11,34.09,0.95,670.56,248.87,66.15,62.88,1048.46
2024-08-08 23:00:00,115.2,93.88,34.0,0.872,694.19,262.61,51.39,58.6,1066.8
2024-08-09 00:00:00,113.97,96.72,29.45,0.941,686.99,263.61,47.49,55.72,1053.8
2024-08-09 01:00:00,117.32,100.0,32.76,1.0,712.35,270.44,57.54,53.62,1093.95
2024-08-09 02:00:00,106.98,96.84,32.38,0.928,661.01,248.43,55.61,64.75,1029.81
2024-08-09 03:00:00,96.59,83.58,31.08,0.85,595.84,240.43,49.9,69.72,955.89
2024-08-09 04:00:00,89.46,79.78,33.47,0.869,562.3,226.52,62.16,61.39,912.37
2024-08-09 05:00:00,83.09,76.96,35.35,0.65,529.67,226.15,69.0,64.68,889.5
2024-08-09 06:00:00,83.91,81.4,28.77,0.797,541.02,240.81,51.43,56.01,889.26
2024-08-09 07:00:00,91.94,84.92,31.97,0.862,586.98,243.28,51.31,59.9,941.46
2024-08-09 08:00:00,89.28,79.89,30.91,0.709,567.97,228.09,56.86,59.69,912.61
2024-08-09 09:00:00,100.75,91.72,32.88,0.891,606.24,250.9,55.15,61.92,974.22
2024-08-09 10:00:00,104.87,100.0,32.29,1.0,650.44,285.15,54.48,60.39,1050.47
2024-08-09 11:00:00,111.95,93.45,31.87,0.899,668.95,259.15,61.6,73.89,1063.59
2024-08-09 12:00:00,108.96,92.31,33.81,0.849,659.08,255.11,66.06,64.0,1044.25
2024-08-09 13:00:00,112.11,98.85,35.23,1.0,682.13,266.49,62.66,66.5,1077.77
2024-08-09 14:00:00,106.73,90.57,36.77,0.928,652.95,244.81,69.51,61.35,1028.63
2024-08-09 15:00:00,102.16,94.43,31.67,0.941,637.79,246.59,53.1,49.37,986.85
2024-08-09 16:00:00,93.39,83.1,30.04,0.826,582.08,243.65,56.6,62.24,944.56
2024-08-09 17:00:00,82.22,90.27,33.61,0.954,523.35,244.89,59.37,65.48,893.08
2024-08-09 18:00:00,89.34,86.39,35.19,0.879,564.19,240.28,58.44,66.97,929.88
2024-08-09 19:00:00,87.85,80.83,34.0,0.841,567.07,229.1,57.97,59.66,913.8
2024-08-09 20:00:00,93.29,83.7,35.19,0.802,591.51,244.38,65.37,52.82,954.08
2024-08-09 21:00:00,99.96,87.41,32.44,0.778,620.51,238.97,52.87,58.55,970.9
2024-08-09 22:00:00,105.43,99.58,31.86,1.0,657.75,270.66,56.62,52.75,1037.79
2024-08-09 23:00:00,113.86,90.59,32.95,0.961,698.47,253.31,63.98,66.44,1082.19
2024-08-10 00:00:00,88.15,80.74,32.17,0.796,567.07,221.24,56.34,62.27,906.91
2024-08-10 01:00:00,77.76,76.07,33.66,0.805,499.35,210.87,54.83,57.44,822.49
2024-08-10 02:00:00,78.47,79.16,34.12,0.775,518.62,221.94,60.71,63.71,864.98
2024-08-10 03:00:00,73.98,75.63,34.24,0.752,488.28,220.29,64.74,67.35,840.66
2024-08-10 04:00:00,70.4,67.74,33.43,0.765,468.84,202.96,55.39,63.92,791.11
2024-08-10 05:00:00,70.03,73.02,33.04,0.716,464.69,212.62,64.61,70.0,811.92
2024-08-10 06:00:00,60.66,69.83,33.86,0.681,421.94,210.57,64.4,55.57,752.48
2024-08-10 07:00:00,63.27,68.49,29.72,0.591,431.32,198.69,55.3,64.86,750.18
2024-08-10 08:00:00,67.32,77.1,32.98,0.805,457.98,220.88,62.08,52.7,793.64
2024-08-10 09:00:00,71.79,80.49,32.75,0.769,477.59,228.36,59.85,69.47,835.26
2024-08-10 10:00:00,79.24,79.23,32.99,0.8,517.95,221.4,61.11,63.64,864.09
2024-08-10 11:00:00,87.83,85.07,32.54,0.835,563.56,252.45,59.25,58.13,933.39
2024-08-10 12:00:00,82.03,70.21,33.31,0.68,527.82,194.48,63.9,54.22,840.42
2024-08-10 13:00:00,86.45,81.12,31.8,0.805,546.37,237.8,62.82,57.3,904.29
2024-08-10 14:00:00,73.82,81.93,34.36,0.817,473.04,236.86,58.97,58.7,827.56
2024-08-10 15:00:00,72.75,74.26,33.38,0.801,489.94,220.8,57.67,61.08,829.49
2024-08-10 16:00:00,68.06,70.34,32.89,0.779,460.92,208.29,58.04,59.91,787.17
2024-08-10 17:00:00,71.96,87.37,31.62,0.906,478.37,251.47,54.88,56.83,841.56
2024-08-10 18:00:00,62.65,80.42,33.89,0.868,442.63,226.19,65.94,65.79,800.55
2024-08-10 19:00:00,56.45,70.56,32.98,0.748,391.95,210.54,53.76,51.5,707.76
2024-08-10 20:00:00,61.38,76.38,31.53,0.789,427.35,220.85,59.33,62.87,770.39
2024-08-10 21:00:00,75.14,66.44,32.58,0.737,487.97,198.13,64.59,60.93,811.62
2024-08-10 22:00:00,83.08,77.6,33.61,0.711,540.65,223.7,58.58,59.97,882.89
2024-08-10 23:00:00,86.24,80.77,33.49,0.774,533.41,223.93,66.58,63.15,887.07
2024-08-11 00:00:00,86.92,82.28,33.29,0.782,561.03,228.8,64.94,56.66,911.44
2024-08-11 01:00:00,89.39,82.25,32.69,0.807,573.06,242.2,57.85,56.15,929.26
2024-08-11 02:00:00,78.47,66.48,34.09,0.699,504.95,216.9,65.04,58.55,845.45
2024-08-11 03:00:00,78.58,81.22,34.41,0.756,513.43,233.68,59.03,57.37,863.51
2024-08-11 04:00:00,62.85,74.14,33.66,0.767,427.02,220.7,56.58,58.82,763.12
2024-08-11 05:00:00,61.64,78.83,31.67,0.759,431.61,227.05,55.56,63.6,777.82
2024-08-11 06:00:00,56.52,64.32,30.97,0.626,409.17,197.8,61.54,60.55,729.07
2024-08-11 07:00:00,64.16,67.73,31.74,0.687,432.75,205.49,55.7,60.15,754.09
2024-08-11 08:00:00,69.19,61.2,35.49,0.696,455.58,194.72,64.44,61.16,775.89
2024-08-11 09:00:00,75.46,76.26,32.98,0.727,506.05,229.37,55.74,58.35,849.51
2024-08-11 10:00:00,80.87,84.94,35.74,0.845,539.89,233.07,68.21,64.52,905.69
2024-08-11 11:00:00,81.03,77.46,32.37,0.721,529.12,239.63,62.0,62.83,893.57
2024-08-11 12:00:00,85.49,93.46,32.17,0.899,551.99,257.1,55.48,60.03,924.6
2024-08-11 13:00:00,78.75,78.09,32.44,0.727,511.11,224.83,49.53,54.34,839.8
2024-08-11 14:00:00,86.08,83.77,32.42,0.85,551.83,233.45,57.3,66.55,909.13
2024-08-11 15:00:00,73.79,70.08,31.39,0.722,491.73,204.71,58.68,63.32,818.44
2024-08-11 16:00:00,67.42,75.15,30.83,0.786,455.64,221.5,55.84,62.84,795.82
2024-08-11 17:00:00,71.61,65.91,33.31,0.621,488.86,202.23,60.67,68.5,820.27
2024-08-11 18:00:00,58.78,72.86,34.14,0.754,415.32,216.4,63.25,63.48,758.44
2024-08-11 19:00:00,60.75,74.0,36.22,0.746,426.22,212.67,63.56,59.76,762.2
2024-08-11 20:00:00,64.99,79.29,31.9,0.79,443.65,210.31,52.81,57.45,764.21
2024-08-11 21:00:00,74.73,72.26,32.03,0.661,493.16,200.98,61.0,57.25,812.4
2024-08-11 22:00:00,82.35,81.98,31.4,0.827,541.51,232.23,53.38,61.38,888.5
2024-08-11 23:00:00,87.7,86.67,34.24,0.876,559.67,244.02,57.23,64.83,925.76
2024-08-12 00:00:00,125.29,100.0,33.66,1.0,747.79,267.48,62.99,64.89,1143.16
2024-08-12 01:00:00,103.99,87.67,31.13,0.897,641.42,239.95,52.0,53.1,986.47
2024-08-12 02:00:00,109.93,83.01,31.09,0.865,666.76,236.1,53.09,64.62,1020.56
2024-08-12 03:00:00,97.77,90.62,33.87,0.851,597.59,249.66,67.69,58.52,973.46
2024-08-12 04:00:00,90.15,84.31,33.02,0.832,583.35,234.2,66.18,57.06,940.8
2024-08-12 05:00:00,84.53,79.43,33.58,0.82,551.2,217.11,65.61,61.83,895.75
2024-08-12 06:00:00,81.36,84.5,31.12,0.832,536.82,232.39,59.45,63.94,892.59
2024-08-12 07:00:00,93.75,86.65,29.62,0.914,580.16,247.56,58.35,53.83,939.9
2024-08-12 08:00:00,95.87,81.34,31.13,0.818,610.91,225.04,64.28,61.09,961.31
2024-08-12 09:00:00,100.09,80.39,33.47,0.706,636.2,232.8,65.03,51.89,985.92
2024-08-12 10:00:00,112.9,90.81,35.61,0.95,692.88,259.01,65.5,63.96,1081.35
2024-08-12 11:00:00,106.94,100.0,31.8,0.994,667.88,265.25,61.13,54.45,1048.72
2024-08-12 12:00:00,109.68,98.45,35.85,0.896,674.77,264.08,63.08,60.95,1062.88
2024-08-12 13:00:00,104.28,93.08,33.69,0.918,634.62,261.4,61.62,58.17,1015.8
2024-08-12 14:00:00,104.7,91.44,30.35,0.851,647.57,259.43,55.8,57.15,1019.94
2024-08-12 15:00:00,100.65,89.09,32.76,0.929,615.07,243.21,58.82,50.0,967.1
2024-08-12 16:00:00,92.91,92.29,33.74,0.921,579.78,244.08,59.87,53.0,936.73
2024-08-12 17:00:00,87.61,81.35,28.8,0.767,560.57,238.37,57.4,59.62,915.95
2024-08-12 18:00:00,79.36,82.56,33.41,0.866,518.24,236.88,56.72,55.35,867.19
2024-08-12 19:00:00,90.22,83.37,34.2,0.857,574.82,237.48,62.55,58.41,933.25
2024-08-12 20:00:00,93.46,96.43,33.04,0.953,572.96,268.0,54.71,56.07,951.73
2024-08-12 21:00:00,102.93,95.18,32.35,0.889,633.43,252.76,50.6,58.61,995.39
2024-08-12 22:00:00,99.93,96.19,32.18,0.92,624.04,264.35,63.11,53.99,1005.49
2024-08-12 23:00:00,114.24,94.2,32.09,0.899,697.17,256.1,63.31,57.62,1074.2
2024-08-13 00:00:00,110.25,100.0,30.56,1.0,677.75,273.62,53.47,58.66,1063.5
2024-08-13 01:00:00,111.4,94.14,31.29,0.857,679.02,262.48,56.93,60.15,1058.58
2024-08-13 02:00:00,109.64,95.37,31.7,0.951,665.15,266.13,56.3,50.88,1038.47
2024-08-13 03:00:00,100.36,98.36,32.5,0.971,625.83,270.14,57.74,60.26,1013.97
2024-08-13 04:00:00,89.09,79.33,31.49,0.845,563.07,228.1,55.13,54.44,900.74
2024-08-13 05:00:00,87.03,84.53,31.02,0.857,562.38,239.23,58.08,53.17,912.86
2024-08-13 06:00:00,78.87,81.63,33.46,0.843,517.79,233.62,59.11,66.16,876.67
2024-08-13 07:00:00,91.61,88.41,32.88,0.858,577.56,241.91,61.25,63.65,944.36
2024-08-13 08:00:00,91.68,83.59,31.52,0.774,572.24,233.31,63.8,62.75,932.1
2024-08-13 09:00:00,104.47,100.0,33.08,0.984,651.33,272.41,61.51,58.9,1044.15
2024-08-13 10:00:00,105.39,86.22,31.65,0.901,651.44,244.97,57.86,57.1,1011.37
2024-08-13 11:00:00,110.9,100.0,32.42,1.0,691.3,266.09,56.47,67.44,1081.3
2024-08-13 12:00:00,111.94,100.0,33.79,0.978,683.93,263.54,61.16,60.67,1069.3
2024-08-13 13:00:00,116.5,100.0,31.42,0.957,707.35,259.95,50.27,55.51,1073.08
2024-08-13 14:00:00,104.66,84.39,30.57,0.791,631.59,229.65,61.58,55.03,977.84
2024-08-13 15:00:00,102.58,86.95,32.11,0.863,635.38,239.35,54.36,61.56,990.64
2024-08-13 16:00:00,90.97,92.94,30.28,0.936,572.32,252.5,47.23,58.26,930.31
2024-08-13 17:00:00,79.11,70.17,31.91,0.775,522.14,205.66,57.42,65.17,850.38
2024-08-13 18:00:00,82.72,73.33,31.9,0.739,536.27,206.76,59.24,60.36,862.63
2024-08-13 19:00:00,82.29,78.71,28.63,0.818,539.35,214.41,57.23,54.0,864.98
2024-08-13 20:00:00,92.64,87.28,33.12,0.834,600.24,244.04,61.0,69.3,974.58
2024-08-13 21:00:00,95.24,95.58,32.05,0.958,589.8,261.48,61.79,54.9,967.98
2024-08-13 22:00:00,111.2,94.68,34.1,0.954,683.59,262.55,65.5,53.89,1065.53
2024-08-13 23:00:00,112.63,93.27,32.65,0.926,688.6,260.76,62.49,59.58,1071.44
2024-08-14 00:00:00,114.29,98.7,33.31,0.986,707.28,269.63,55.82,62.33,1095.06
2024-08-14 01:00:00,115.61,100.0,33.99,1.0,703.71,270.69,63.63,55.5,1093.53
